Unnamed: 0,RequestID,StartDate,EndDate,AgencyName,CategoryDescription,SelectionMethodDescription,ContractAmount
452,20091021015,10/28/2009,10/28/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,177975.0
454,20120627005,07/05/2012,07/05/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,50687.2
455,20110505006,05/12/2011,05/12/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,87395.0
458,20080530005,06/06/2008,06/06/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,127356.0
459,20110524019,06/01/2011,06/01/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,132620.0
461,20090605021,06/15/2009,06/15/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,2116708.25
462,20170705002,07/12/2017,07/12/2017,Citywide Administrative Services,Goods,Other,10380461.19
464,20091217003,12/24/2009,12/24/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,199118.07
466,20150213006,02/23/2015,02/23/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,1693365.3
468,20110715019,07/22/2011,07/22/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,372.75
470,20080827013,09/04/2008,09/04/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,7425015.9
472,20071219008,12/26/2007,12/26/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,122500.0
474,20090204011,02/11/2009,02/11/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,172764.0
475,20110114013,01/24/2011,01/24/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,1486820.0
476,20150105004,01/12/2015,01/12/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,672000.0
477,20170223020,03/02/2017,03/02/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,385308.0
478,20080804011,08/11/2008,08/11/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,825000.0
479,20190624042,07/01/2019,07/01/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,627850.0
480,20140617015,06/25/2014,06/25/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,380227.5
481,20110228011,03/08/2011,03/08/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,330013.7
482,20120126006,02/02/2012,02/02/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,128115.0
484,20090811033,08/18/2009,08/18/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,2340000.0
487,20170725005,08/01/2017,08/01/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,654492.0
489,20101108029,11/16/2010,11/16/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,1848376.78
495,20130617004,06/24/2013,06/24/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,555837.5
497,20160224024,03/03/2016,03/03/2016,Citywide Administrative Services,Goods,Other,769534.8
500,20100621003,06/28/2010,06/28/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,148780.0
501,20141010018,10/20/2014,10/20/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,479543.0
502,20160315010,03/22/2016,03/22/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,2796507.3
503,20170630008,07/10/2017,07/10/2017,Information Technology and Telecommunications,Goods,Intergovernmental Purchase,235987.5
505,20140602022,06/09/2014,06/09/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,198591.66
508,20150820007,08/27/2015,08/27/2015,Citywide Administrative Services,Goods,Sole Source,324000.0
509,20090116026,01/27/2009,01/27/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,225798.92
510,20100921021,09/28/2010,09/28/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,858244.8
512,20091202013,12/09/2009,12/09/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,63317.16
516,20130114011,01/22/2013,01/22/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,1779650.0
518,20160525024,06/02/2016,06/02/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,18734.79
520,20090415016,04/22/2009,04/22/2009,Citywide Administrative Services,Goods,Other,1069.0
523,20160520027,05/27/2016,05/27/2016,Information Technology and Telecommunications,Goods,Intergovernmental Purchase,3723808.84
525,20090903011,09/11/2009,09/11/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,146669.14
527,20080716005,07/23/2008,07/23/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,324170.4
530,20090811010,08/18/2009,08/18/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,301000.0
531,20180629003,07/09/2018,07/09/2018,Citywide Administrative Services,Goods,Renewal,336422.0
532,20080519010,05/27/2008,05/27/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,3061260.0
533,20150605020,06/12/2015,06/12/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,301801.5
534,20090729007,08/05/2009,08/05/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,377860.15
536,20110520036,05/31/2011,05/31/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,344820.32
538,20160526025,06/03/2016,06/03/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,631670.0
539,20110909033,09/16/2011,09/16/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,217611.74
541,20081202004,12/09/2008,12/09/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,289500.0
546,20190418026,04/25/2019,04/25/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,2225000.0
547,20120718039,07/25/2012,07/25/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,292768.0
548,20150522009,06/01/2015,06/01/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,8677129.3
549,20130604008,06/10/2013,06/10/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,211548.0
550,20130925011,10/03/2013,10/03/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,424751.0
553,20080324009,03/31/2008,03/31/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,131600.0
554,20190327034,04/03/2019,04/03/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,13764722.66
555,20141015007,10/22/2014,10/22/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,1985066.0
558,20160201028,02/08/2016,02/08/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,846000.0
559,20080421019,04/28/2008,04/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,88500.0
561,20180605028,06/12/2018,06/12/2018,Citywide Administrative Services,Goods,Renewal,786460.0
562,20150402018,04/10/2015,04/10/2015,Citywide Administrative Services,Goods,Other,2429365.68
563,20130325013,04/02/2013,04/02/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,127696.25
565,20080613020,06/20/2008,06/20/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,127320.0
566,20170110012,01/18/2017,01/18/2017,Citywide Administrative Services,Goods,Renewal,180000.0
574,20140623025,06/30/2014,06/30/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,113309.4
576,20140919012,09/30/2014,09/30/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,3056270.55
577,20171010012,10/17/2017,10/17/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,499700.0
579,20160505011,05/13/2016,05/13/2016,Citywide Administrative Services,Goods,Other,160000.0
581,20070904013,09/11/2007,09/11/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,110955.7
584,20080502004,05/09/2008,05/09/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,161280.0
585,20080118006,01/28/2008,01/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,2508381.9
586,20100701023,07/09/2010,07/09/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,475000.0
587,20080804009,08/11/2008,08/11/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,735335.0
588,20190528007,06/04/2019,06/04/2019,Citywide Administrative Services,Goods,Renewal,1099522.0
590,20110505007,05/12/2011,05/12/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,9408.0
591,20071211023,12/18/2007,12/18/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,2679720.0
593,20100913019,09/20/2010,09/20/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,1368137.75
595,20090407015,04/14/2009,04/14/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,6009195.08
596,20110217005,02/25/2011,02/25/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,1759360.0
597,20100630010,07/08/2010,07/08/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,1625225.4
598,20171206012,12/13/2017,12/13/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,1889000.0
599,20120119008,01/26/2012,01/26/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,876352.0
601,20100615011,06/22/2010,06/22/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,269000.0
602,20110607014,06/14/2011,06/14/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,8970.0
606,20080716008,07/23/2008,07/23/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,3452287.6
608,20080620022,06/27/2008,06/27/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,4211.36
610,20090831016,09/08/2009,09/08/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,18197.44
614,20170320016,03/28/2017,03/28/2017,Citywide Administrative Services,Goods,Other,1500000.0
615,20120727002,08/03/2012,08/03/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,128940.0
616,20140822004,08/29/2014,08/29/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,83846.6
618,20110715018,07/22/2011,07/22/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,193950.0
619,20100610011,06/17/2010,06/17/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,446512.0
620,20150316008,03/23/2015,03/23/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,810000.0
622,20100723014,07/30/2010,07/30/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,243089.8
623,20080430007,05/07/2008,05/07/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,863797.02
624,20161020014,10/27/2016,10/27/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,3454500.0
625,20170914010,09/21/2017,09/21/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,10035700.0
626,20080808023,08/15/2008,08/15/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,150000.0
628,20161005017,10/14/2016,10/14/2016,Citywide Administrative Services,Goods,Other,126568.55
629,20080804015,08/11/2008,08/11/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,116895.5
630,20190805009,08/12/2019,08/12/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,1387500.0
631,20080522030,05/30/2008,05/30/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,34260.0
632,20181204017,12/11/2018,12/11/2018,Citywide Administrative Services,Goods,Intergovernmental Purchase,260643.9
633,20130205003,02/12/2013,02/12/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,148449.24
634,20130509016,05/17/2013,05/17/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,1363230.0
636,20090910018,09/17/2009,09/17/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,21827000.0
640,20090129002,02/05/2009,02/05/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,456242.84
641,20121025027,11/01/2012,11/01/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,379511.36
645,20100715001,07/22/2010,07/22/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,269890.0
646,20071022031,10/29/2007,10/29/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,229200.0
647,20180924006,10/01/2018,10/01/2018,Citywide Administrative Services,Goods,Innovative Procurement,50000.0
648,20171020007,10/27/2017,10/27/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,407158.75
649,20100809002,08/17/2010,08/17/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,749472.0
650,20150223020,03/03/2015,03/03/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,795200.0
651,20190306026,03/14/2019,03/14/2019,Transportation,Goods,Innovative Procurement,52789.0
654,20120104007,01/11/2012,01/11/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,527720.0
655,20080723019,07/30/2008,07/30/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,161151.9
656,20071024015,10/31/2007,10/31/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,394090.16
657,20100528014,06/08/2010,06/08/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,2349659.0
659,20110601002,06/08/2011,06/08/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,133553.51
660,20150709001,07/16/2015,07/16/2015,Citywide Administrative Services,Goods,Other,193992.12
661,20140613009,06/20/2014,06/20/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,194068.0
662,20120123017,01/30/2012,01/30/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,7918.46
663,20120628020,07/05/2012,07/05/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,876559.48
664,20080131003,02/07/2008,02/07/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,46260.0
667,20170612012,06/19/2017,06/19/2017,Citywide Administrative Services,Goods,Renewal,113540.62
668,20180404011,04/11/2018,04/11/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,578900.0
671,20141017028,10/24/2014,10/24/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,243400.0
672,20180522023,05/30/2018,05/30/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1243200.0
673,20080918007,09/25/2008,09/25/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,170104.4
674,20150114009,01/22/2015,01/22/2015,Citywide Administrative Services,Goods,Sole Source,321087.0
676,20180619024,06/26/2018,06/26/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,30132.0
677,20071022020,10/29/2007,10/29/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,160640.0
679,20100923025,10/01/2010,10/01/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,3989380.68
685,20120307024,03/14/2012,03/14/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,292500.0
688,20150102003,01/09/2015,01/09/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,1200000.0
689,20160115004,01/25/2016,01/25/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,6958255.0
690,20131008006,10/16/2013,10/16/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,2179041.15
695,20030311034,03/14/2003,03/14/2003,Education,Goods,Competitive Sealed Bids,139050.0
696,20140703008,07/14/2014,07/14/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,1604872.84
697,20081211007,12/18/2008,12/18/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,225145.4
698,20170321027,03/28/2017,03/28/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,536025.0
699,20130304026,03/12/2013,03/12/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,493508.0
